Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:12:36,06-01-2026 13:12:39,2.971s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:12:39,06-01-2026 13:12:40,0.600s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:12:40,06-01-2026 13:12:41,1.260s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Pemakluman Penglibatan Politik/span""))",Chrome 143.0.7499.170,,,06-01-2026 13:12:41,06-01-2026 13:12:42,1.710s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Permohonan Baru Aktiviti Politik/select__application_type""), ""hold_party_office"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:12:42,06-01-2026 13:12:44,1.103s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Permohonan Baru Aktiviti Politik/input__party_name""), ""MUDA"")",Chrome 143.0.7499.170,,,06-01-2026 13:12:44,06-01-2026 13:12:44,0.660s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Permohonan Baru Aktiviti Politik/input_Bahagian  Cawangan_party_branch""), ""MUAR"")",Chrome 143.0.7499.170,,,06-01-2026 13:12:44,06-01-2026 13:12:45,0.724s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Permohonan Baru Aktiviti Politik/input_Perakuan_acknowledge""))",Chrome 143.0.7499.170,,,06-01-2026 13:12:45,06-01-2026 13:12:45,0.359s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Permohonan Baru Aktiviti Politik/button_Batal_btn btn-primary px-4""))",Chrome 143.0.7499.170,,,06-01-2026 13:12:45,06-01-2026 13:12:48,2.802s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Pemakluman Penglibatan Politik/span_Log Keluar_hide-mob ms-2""))",Chrome 143.0.7499.170,,,06-01-2026 13:12:48,06-01-2026 13:12:49,0.950s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Pemakluman Penglibatan Politik/a_Konfigurasi Pelatih Amali_dropdown-item""))",Chrome 143.0.7499.170,,,06-01-2026 13:12:49,06-01-2026 13:12:51,1.704s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Log Masuk/input__no_ktgn""), ""30006"")",Chrome 143.0.7499.170,,,06-01-2026 13:12:51,06-01-2026 13:12:52,0.882s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:12:52,06-01-2026 13:12:52,0.372s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:12:52,06-01-2026 13:12:54,1.951s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:12:54,06-01-2026 13:12:55,0.564s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:12:55,06-01-2026 13:12:56,1.143s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Pemakluman Penglibatan Politik/button_Permohonan Saya_kelulusan-tab""))",Chrome 143.0.7499.170,,,06-01-2026 13:12:56,06-01-2026 13:12:57,0.868s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Pemakluman Penglibatan Politik/a_Dalam Semakan_mx-3 btn btn-sm d-flex alig_e6527c""))",Chrome 143.0.7499.170,,,06-01-2026 13:12:57,06-01-2026 13:12:58,1.745s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/select__decision""), ""approve"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:12:58,06-01-2026 13:12:59,1.036s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/button_Kembali_btn btn-primary""))",Chrome 143.0.7499.170,,,06-01-2026 13:12:59,06-01-2026 13:13:00,0.568s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Pemakluman Penglibatan Politik/span_Sejarah dan Rekod Buku Perkhidmatan_da_f953a4""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:00,06-01-2026 13:13:09,8.827s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Log Masuk/input__no_ktgn""), ""88888"")",Chrome 143.0.7499.170,,,06-01-2026 13:13:09,06-01-2026 13:13:10,0.859s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:13:10,06-01-2026 13:13:10,0.355s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:10,06-01-2026 13:13:13,2.584s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext_1""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:13,06-01-2026 13:13:13,0.588s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:13,06-01-2026 13:13:14,1.167s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Pemakluman Penglibatan Politik/button_Permohonan Saya_kelulusan-tab""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:14,06-01-2026 13:13:15,0.982s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Pemakluman Penglibatan Politik/a_Dalam Semakan_mx-3 btn btn-sm d-flex alig_e6527c""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:15,06-01-2026 13:13:17,1.755s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/select__decision""), ""approve"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:13:17,06-01-2026 13:13:18,1.052s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/button_Kembali_btn btn-primary""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:18,06-01-2026 13:13:19,0.552s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Pemakluman Penglibatan Politik/span_Sejarah dan Rekod Buku Perkhidmatan_da_f953a4""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:19,06-01-2026 13:13:24,5.753s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Log Masuk/input__no_ktgn""), ""30004"")",Chrome 143.0.7499.170,,,06-01-2026 13:13:24,06-01-2026 13:13:25,0.845s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:13:25,06-01-2026 13:13:26,0.348s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:26,06-01-2026 13:13:28,2.094s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:28,06-01-2026 13:13:28,0.546s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:28,06-01-2026 13:13:29,1.119s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Pemakluman Penglibatan Politik/button_Permohonan Saya_kelulusan-tab""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:29,06-01-2026 13:13:30,0.952s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Pemakluman Penglibatan Politik/a_Dalam Semakan_mx-3 btn btn-sm d-flex alig_e6527c""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:30,06-01-2026 13:13:32,1.849s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/select__decision""), ""approve"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:13:32,06-01-2026 13:13:33,1.035s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/button_Kembali_btn btn-primary""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:33,06-01-2026 13:13:34,0.514s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL/Page_MBSP - Pemakluman Penglibatan Politik/button_Permohonan Saya_kelulusan-tab""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:34,06-01-2026 13:13:37,3.512s,PASSED
,,,,,,,
Test Cases/Permohonan Aktiviti Politik/staff-approval stage (all approved-bersara),Chrome 143.0.7499.170,,,06-01-2026 13:13:37,06-01-2026 13:14:44,1m - 6.924s,PASSED
"openBrowser("""")",Chrome 143.0.7499.170,,,06-01-2026 13:13:37,06-01-2026 13:13:39,1.618s,PASSED
"navigateToUrl(""https://mbsphr-dev.veecotech.com.my/internal-login-hr"")",Chrome 143.0.7499.170,,,06-01-2026 13:13:39,06-01-2026 13:13:40,1.149s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Log Masuk/input__no_ktgn""), ""11111"")",Chrome 143.0.7499.170,,,06-01-2026 13:13:40,06-01-2026 13:13:50,10.096s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:13:50,06-01-2026 13:13:51,0.410s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:51,06-01-2026 13:13:51,0.364s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:51,06-01-2026 13:13:55,3.921s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:55,06-01-2026 13:13:56,1.254s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Pemakluman Penglibatan Politik/a_Eksport_btn btn-sm btn-secondary""))",Chrome 143.0.7499.170,,,06-01-2026 13:13:56,06-01-2026 13:13:58,1.797s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Permohonan Baru Aktiviti Politik/select__application_type""), ""pre_retirement_activity"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:13:58,06-01-2026 13:13:59,1.029s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Permohonan Baru Aktiviti Politik/input__party_name""), ""DAP"")",Chrome 143.0.7499.170,,,06-01-2026 13:13:59,06-01-2026 13:14:00,0.832s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Permohonan Baru Aktiviti Politik/input_Perakuan_acknowledge""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:00,06-01-2026 13:14:00,0.367s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Permohonan Baru Aktiviti Politik/button_Batal_btn btn-primary px-4""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:00,06-01-2026 13:14:01,0.322s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Pemakluman Penglibatan Politik/span_Log Keluar_hide-mob ms-2""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:01,06-01-2026 13:14:01,0.366s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Pemakluman Penglibatan Politik/a_Konfigurasi Pelatih Amali_dropdown-item""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:01,06-01-2026 13:14:01,0.323s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Log Masuk/input__no_ktgn""), ""30006"")",Chrome 143.0.7499.170,,,06-01-2026 13:14:01,06-01-2026 13:14:04,2.424s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:14:04,06-01-2026 13:14:04,0.332s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:04,06-01-2026 13:14:06,2.344s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:06,06-01-2026 13:14:07,0.565s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:07,06-01-2026 13:14:08,1.210s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Pemakluman Penglibatan Politik/button_Permohonan Saya_kelulusan-tab""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:08,06-01-2026 13:14:09,0.879s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Pemakluman Penglibatan Politik/a_Dalam Semakan_mx-3 btn btn-sm d-flex alig_e6527c""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:09,06-01-2026 13:14:11,1.796s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/select__decision""), ""approve"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:14:11,06-01-2026 13:14:12,0.991s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/button_Kembali_btn btn-primary""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:12,06-01-2026 13:14:12,0.606s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Pemakluman Penglibatan Politik/span_Sejarah dan Rekod Buku Perkhidmatan_da_f953a4""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:12,06-01-2026 13:14:18,5.383s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Log Masuk/input__no_ktgn""), ""88888"")",Chrome 143.0.7499.170,,,06-01-2026 13:14:18,06-01-2026 13:14:19,0.831s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:14:19,06-01-2026 13:14:19,0.389s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:19,06-01-2026 13:14:21,2.007s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext_1""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:21,06-01-2026 13:14:22,0.586s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:22,06-01-2026 13:14:23,1.167s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Pemakluman Penglibatan Politik/button_Permohonan Saya_kelulusan-tab""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:23,06-01-2026 13:14:24,0.843s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Pemakluman Penglibatan Politik/a_Dalam Semakan_mx-3 btn btn-sm d-flex alig_e6527c""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:24,06-01-2026 13:14:26,2.052s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/select__decision""), ""approve"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:14:26,06-01-2026 13:14:27,1.032s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/textarea_Catatan  Komen_remarks""), ""BAGUS"")",Chrome 143.0.7499.170,,,06-01-2026 13:14:27,06-01-2026 13:14:28,0.824s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/button_Kembali_btn btn-primary""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:28,06-01-2026 13:14:28,0.306s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Pemakluman Penglibatan Politik/span_Sejarah dan Rekod Buku Perkhidmatan_da_f953a4""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:28,06-01-2026 13:14:32,4.351s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Log Masuk/input__no_ktgn""), ""30004"")",Chrome 143.0.7499.170,,,06-01-2026 13:14:32,06-01-2026 13:14:33,0.765s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:14:33,06-01-2026 13:14:33,0.337s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:33,06-01-2026 13:14:35,2.018s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:35,06-01-2026 13:14:36,0.530s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:36,06-01-2026 13:14:37,1.158s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Pemakluman Penglibatan Politik/button_Permohonan Saya_kelulusan-tab""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:37,06-01-2026 13:14:38,0.859s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Pemakluman Penglibatan Politik/a_Dalam Semakan_mx-3 btn btn-sm d-flex alig_e6527c""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:38,06-01-2026 13:14:40,1.786s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/select__decision""), ""approve"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:14:40,06-01-2026 13:14:41,1.025s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Proses Kelulusan Permohonan Akt_2f367e/button_Kembali_btn btn-primary""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:41,06-01-2026 13:14:41,0.514s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (BERSARA)/Page_MBSP - Pemakluman Penglibatan Politik/button_Permohonan Saya_kelulusan-tab""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:41,06-01-2026 13:14:44,2.999s,PASSED
,,,,,,,
Test Cases/Permohonan Aktiviti Politik/staff-approval stage (db reject),Chrome 143.0.7499.170,,,06-01-2026 13:14:44,06-01-2026 13:15:47,1m - 2.823s,PASSED
"openBrowser("""")",Chrome 143.0.7499.170,,,06-01-2026 13:14:44,06-01-2026 13:14:46,1.530s,PASSED
"navigateToUrl(""https://mbsphr-dev.veecotech.com.my/internal-login-hr"")",Chrome 143.0.7499.170,,,06-01-2026 13:14:46,06-01-2026 13:14:47,1.141s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Log Masuk/input__no_ktgn""), ""11111"")",Chrome 143.0.7499.170,,,06-01-2026 13:14:47,06-01-2026 13:14:48,0.734s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Log Masuk/input__password""), ""ReS8CS55u3r9nXfefBFv2A=="")",Chrome 143.0.7499.170,,,06-01-2026 13:14:48,06-01-2026 13:14:48,0.376s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Log Masuk/button__login_button""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:48,06-01-2026 13:14:48,0.334s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Dashboard/span_Lapor Diri_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:48,06-01-2026 13:14:53,4.506s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Dashboard/span_Permohonan TanahSaham_dash-mtext""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:53,06-01-2026 13:14:54,1.343s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Pemakluman Penglibatan Politik/span""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:54,06-01-2026 13:14:56,1.660s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Permohonan Baru Aktiviti Politik/select__application_type""), ""hold_party_office"", true)",Chrome 143.0.7499.170,,,06-01-2026 13:14:56,06-01-2026 13:14:57,1.024s,PASSED
"setText(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Permohonan Baru Aktiviti Politik/input__party_name""), ""TEST"")",Chrome 143.0.7499.170,,,06-01-2026 13:14:57,06-01-2026 13:14:58,0.661s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Permohonan Baru Aktiviti Politik/input_Perakuan_acknowledge""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:58,06-01-2026 13:14:58,0.347s,PASSED
"click(findTestObject(""Object Repository/PAP-ALL (DB REJECT)/Page_MBSP - Permohonan Baru Aktiviti Politik/button_Batal_btn btn-primary px-4""))",Chrome 143.0.7499.170,,,06-01-2026 13:14:58,06-01-2026 13:14:58,0.318s,PASSED
